contrast_id_row,contrast_id_col,covariance
m5_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,4.5341263160239945e-07
m5_1D__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,2.516401963111694e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,-2.7862575491045857e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,8.495750938618308e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,-1.0869542490498418e-05
m5_1M__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,-7.2833691640323e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,4.203077464251566e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,-2.2324421020830466e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,-4.5805223044387284e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,-3.8532183973486645e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-1.9872580693703743e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,4.986128197675561e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,2.9169603919190736e-05
m5_1M__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,2.3091598015072907e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,-1.906195185240451e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,8.842377139979402e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,-1.5487418585692325e-05
m5_1M__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,3.6127414964365696e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,2.8199209927653898e-06
m5_1M__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,-5.058964748198403e-07
m5_1M__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,3.1625263437021085e-08
m5_1M__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-1.1856532395245141e-05
m5_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,-7.804214918480207e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,5.418414434633963e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,2.791082692107765e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,-7.356518510581411e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,7.64148667483737e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,1.2580576066128894e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,-1.6394927975343198e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,4.389858108157461e-08
m5_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-9.508421816600976e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,-4.596047566333144e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,2.3091598015072907e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,2.722921229152369e-05
m5_1W__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,-2.9357233325850016e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,4.876888761065637e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,-3.4574564344509284e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,-2.339103572356739e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,1.7734590300586234e-06
m5_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,1.8978168365443305e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,-2.0997030198874307e-07
m5_1W__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,1.1330207856481342e-05
restaurant__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,1.9132829793413644e-07
restaurant__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,-1.8503783485111561e-06
restaurant__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,9.675143789829696e-07
restaurant__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,9.276310370835133e-07
restaurant__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,-4.690785062199033e-06
restaurant__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,-2.619435430250243e-06
restaurant__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,1.0087085804333286e-07
restaurant__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,5.274432079376217e-06
restaurant__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-1.6696549567806183e-06
restaurant__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,4.402450163003737e-07
restaurant__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,-1.906195185240451e-07
restaurant__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,-2.9357233325850016e-07
restaurant__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,1.4227115816855946e-05
restaurant__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,6.391474797106327e-06
restaurant__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,5.065220831844854e-06
restaurant__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,2.2618520022911274e-06
restaurant__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,5.053114409625624e-06
restaurant__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,3.2851394586485366e-07
restaurant__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,3.1093149229588635e-07
restaurant__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-2.1043916213952426e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,2.1226067833940437e-05
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,8.53298763013138e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,4.4361362490265116e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,1.6615147242833004e-05
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,0.00010313904631311173
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,0.0001255948750691024
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,-4.3204931324112154e-07
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,-0.00011693659378841646
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-0.00016264394302439574
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,1.071116341802896e-05
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,8.842377139979402e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,4.876888761065637e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,6.391474797106327e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,0.01055647283839683
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,0.0001612828197568773
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,8.78651216695975e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,-0.00014367287596473338
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,-8.597578127088044e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,2.891571941900281e-06
rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-0.00021900182603527745
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,-1.8827609912309908e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,-4.93450507252324e-06
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,-8.322697226331243e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,2.290665339200832e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,-4.670163904122313e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,4.380509980666655e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,1.7651991533478422e-06
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,-3.3795873796582844e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-5.822233522227171e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,-9.617415452135248e-06
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,-1.5487418585692325e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,-3.4574564344509284e-07
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,5.065220831844854e-06
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,0.0001612828197568773
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,0.005328845781950808
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,-4.0393528429584566e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,1.3389856059313021e-05
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,4.827881825292238e-07
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,2.830172693525131e-07
rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-7.81656712935396e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,6.9647954468690046e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,1.7688805605257556e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,-5.048039030186025e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,2.208251494439481e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,4.893795588991462e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,-2.7002090238483362e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,1.468709320508411e-07
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,1.780547539019647e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-5.380389295028236e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,-5.067334074543896e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,3.6127414964365696e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,-2.339103572356739e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,2.2618520022911274e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,8.78651216695975e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,-4.0393528429584566e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,0.0005315739823749282
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,8.16821317224159e-05
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,1.0659635308244216e-07
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,3.283879027875766e-06
rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-1.6717412707776902e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,-1.012711127911497e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,-1.804156972859095e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,7.181316284033834e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,-1.7619722216364575e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,-9.457786646050858e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,2.3031862152506024e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,-2.1206759927834555e-07
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,5.922799330353076e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-2.03897407996865e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,-8.978780268763068e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,2.8199209927653898e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,1.7734590300586234e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,5.053114409625624e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,-0.00014367287596473338
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,1.3389856059313021e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,8.16821317224159e-05
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,0.006972274968398084
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,-5.5241498263370525e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,-3.5045731522511066e-06
rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-2.773119831240384e-05
rossmann_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,-1.1235863601415644e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,6.950860236823905e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,-4.538940538935304e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,1.131257851357993e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,-3.123386428554292e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,1.4622548247399864e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,-1.2269538887838265e-08
rossmann_1D__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,1.5641584363260234e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-3.504668476319258e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,-3.606084651728267e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,-5.058964748198403e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,1.8978168365443305e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,3.2851394586485366e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,-8.597578127088044e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,4.827881825292238e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,1.0659635308244216e-07
rossmann_1D__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,-5.5241498263370525e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,6.288587266688194e-06
rossmann_1D__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,-4.408499625136084e-08
rossmann_1D__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-2.798712365987232e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,-1.2544201418099046e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,-9.265213089086178e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,2.7606040025896766e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,6.47971025329371e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,3.5051493026588756e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,-2.4618106159476282e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,3.244272701577866e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,4.396581512444839e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-4.506509390056798e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,4.5341263160239945e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,3.1625263437021085e-08
rossmann_1W__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,-2.0997030198874307e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,3.1093149229588635e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,2.891571941900281e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,2.830172693525131e-07
rossmann_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,3.283879027875766e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,-3.5045731522511066e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,-4.408499625136084e-08
rossmann_1W__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,9.894960156435427e-06
rossmann_1W__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,-5.746131461532627e-06
walmart__tirex__vs__seasonal_naive__WAPE,favorita_stores_1D__tirex__vs__seasonal_naive__WAPE,9.405638361244003e-06
walmart__tirex__vs__seasonal_naive__WAPE,favorita_stores_1M__tirex__vs__seasonal_naive__WAPE,-4.0888005944041685e-05
walmart__tirex__vs__seasonal_naive__WAPE,favorita_stores_1W__tirex__vs__seasonal_naive__WAPE,1.404883045638105e-05
walmart__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1D__tirex__vs__seasonal_naive__WAPE,-7.176827526188233e-05
walmart__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1M__tirex__vs__seasonal_naive__WAPE,-9.843484632038256e-06
walmart__tirex__vs__seasonal_naive__WAPE,favorita_transactions_1W__tirex__vs__seasonal_naive__WAPE,-6.840546320014352e-05
walmart__tirex__vs__seasonal_naive__WAPE,hermes__tirex__vs__seasonal_naive__WAPE,1.935121358930442e-06
walmart__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1D__tirex__vs__seasonal_naive__WAPE,-4.5749705055341975e-05
walmart__tirex__vs__seasonal_naive__WAPE,hierarchical_sales_1W__tirex__vs__seasonal_naive__WAPE,-9.471978086442653e-05
walmart__tirex__vs__seasonal_naive__WAPE,m5_1D__tirex__vs__seasonal_naive__WAPE,2.516401963111694e-07
walmart__tirex__vs__seasonal_naive__WAPE,m5_1M__tirex__vs__seasonal_naive__WAPE,-1.1856532395245141e-05
walmart__tirex__vs__seasonal_naive__WAPE,m5_1W__tirex__vs__seasonal_naive__WAPE,1.1330207856481342e-05
walmart__tirex__vs__seasonal_naive__WAPE,restaurant__tirex__vs__seasonal_naive__WAPE,-2.1043916213952426e-06
walmart__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1D__tirex__vs__seasonal_naive__WAPE,-0.00021900182603527745
walmart__tirex__vs__seasonal_naive__WAPE,rohlik_orders_1W__tirex__vs__seasonal_naive__WAPE,-7.81656712935396e-06
walmart__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1D__tirex__vs__seasonal_naive__WAPE,-1.6717412707776902e-05
walmart__tirex__vs__seasonal_naive__WAPE,rohlik_sales_1W__tirex__vs__seasonal_naive__WAPE,-2.773119831240384e-05
walmart__tirex__vs__seasonal_naive__WAPE,rossmann_1D__tirex__vs__seasonal_naive__WAPE,-2.798712365987232e-06
walmart__tirex__vs__seasonal_naive__WAPE,rossmann_1W__tirex__vs__seasonal_naive__WAPE,-5.746131461532627e-06
walmart__tirex__vs__seasonal_naive__WAPE,walmart__tirex__vs__seasonal_naive__WAPE,0.0022147157715976065
